#,question,answer,sources,confidence,from_cache,language,elapsed_seconds,status
61,what are the record-keeping requirement of AML/CFT?,"AML/CFT record-keeping requirements include maintaining records of all necessary domestic and international transactions for at least five years after completion. Transaction records must be detailed enough to reconstruct individual transactions and, where necessary, provide evidence for the prosecution of criminal activity. (FATF Methodology 22 Feb 2013.pdf.coredownload.inline.pdf, p.50)

Firms must also retain CDD information, account files, business correspondence, and the results of analyses for at least five years after the business relationship ends or, for an occasional transaction, after the transaction date. These records must be made available swiftly to domestic competent authorities when properly authorised. (FATF Methodology 22 Feb 2013.pdf.coredownload.inline.pdf, p.50) In addition, firms must keep records of CDD information, their risk assessments, and transactions, and ensure that the records demonstrate to the competent authority that their AML/CFT measures are adequate in light of the ML/TF risk. (EBA GL 2021 02 - consolidated (amended by EBA GL 2023 03)_EN.docx.pdf, p.43)",FATF Methodology 22 Feb 2013.pdf.coredownload.inline.pdf; EBA GL 2021 02 - consolidated (amended by EBA GL 2023 03)_EN.docx.pdf; FATF-Assessment-Methodology-2022.pdf,5.676935195922852,False,en,7.1,ok
62,what is the differnece between suspicion and confirmed violation,I could not find this information in the documents provided.,,-2.724999189376831,False,en,3.1,ok
63,what is the difference between suspicion and confirmed violation,I could not find this information in the documents provided.,,-2.3685386180877686,False,en,3.3,ok
64,what are the requirements for staff AML/CFT training?,"Legal professionals must provide staff with AML/CFT training under **R.18**, and firms should implement a **documented programme of ongoing staff AML/CFT awareness and training**. Training should be firm-wide for all relevant personnel and cover, at a minimum, general information on applicable AML/CFT laws, regulations, and the firm’s internal policies. Firms should also maintain staff awareness of suspicious transaction reporting (STR) filing requirements. (RISK-BASED APPROACH GUIDANCE FOR LEGAL PROFESSIONALS.pdf, pp. 53–54)

Training must be risk- and role-based. Staff working with higher-risk clients or higher-risk matters should receive enhanced, targeted training, and content should reflect their AML/CFT responsibilities—for example, false-document training for personnel conducting identification and verification, and red-flag training for those performing client or transaction risk assessments. Training may be delivered in various practical formats, including group study, guidance or policy briefings, email updates, and fact-based or hypothetical case studies. Staff should also understand how AML/CFT requirements interact with legal professional privilege and professional secrecy, including when those protections apply and when they do not. (RISK-BASED APPROACH GUIDANCE FOR LEGAL PROFESSIONALS.pdf, pp. 54–55)",RISK-BASED APPROACH GUIDANCE FOR LEGAL PROFESSIONALS.pdf; RISK-BASED APPROACH GUIDANCE FOR LEGAL PROFESSIONALS.pdf; RISK-BASED APPROACH GUIDANCE FOR LEGAL PROFESSIONALS.pdf,8.668351173400879,False,en,8.3,ok
65,what are the requirements for the compliance function's reporting lines?,"The compliance charter must define the compliance function’s reporting lines, including the Chief Compliance Officer’s responsibilities and reporting arrangements. It must also describe the function’s relationships with the risk-control and internal-audit functions, including any delegation or coordination arrangements. (cssf26_906eng.pdf, p.34–35; cssf20_758eng.pdf, p.48)

The Chief Compliance Officer must have the right to contact the chairperson of the supervisory body or, where applicable, the relevant specialised committee directly and on their own initiative, as well as the CSSF. Under the terminology used in the earlier excerpt, this means direct access to the chairperson of the Board of Directors, the audit or compliance committee, and the CSSF. (cssf26_906eng.pdf, p.35; cssf20_758eng.pdf, p.48)",cssf26_906eng.pdf; cssf20_758eng.pdf; 210301_eba_orientations_gl_2023_03_en.pdf,4.284764289855957,False,en,7.8,ok
66,what are the requirements for outsourcing critical functions?,"For outsourcing a critical or important operational function, the undertaking must:

- Determine whether the arrangement constitutes outsourcing and, if so, whether the function is critical or important. For critical or important functions, it must conduct a detailed risk assessment of the function and detailed due diligence on the service provider. Cloud outsourcing must be integrated into the undertaking’s overall outsourcing process and governance. (8b80b926-ad14-48fc-9618-325234845d03_en.pdf, p.69)
- Define the roles and responsibilities of the relevant functions, including the AMSB and the ICT, information security, compliance, risk management and internal audit functions. It must also establish approval, implementation, monitoring, management and renewal processes and reporting procedures. (8b80b926-ad14-48fc-9618-325234845d03_en.pdf, pp.15–16)
- Maintain proportionate oversight, including recurring risk assessments and provider due diligence, monitoring and management controls such as verification of the service-level agreement, and appropriate security standards and controls. The arrangement must address the applicable contractual requirements referred to in Guideline 10. (8b80b926-ad14-48fc-9618-325234845d03_en.pdf, pp.15–16)
- Meet documentation requirements and provide written notification to the supervisory authority regarding cloud outsourcing of critical or important operational functions or activities. Each such arrangement must also have a documented and, where appropriate, sufficiently tested exit strategy proportionate to the risks, covering possible discontinuation, reintegration or transfer of the services. (c53462d9-ee1b-4aeb-8706-22852508b7c5_en.pdf, pp.5–6)

More generally, the undertaking should identify, measure, monitor, manage and report risks arising from third-party arrangements, whether or not the provider is a cloud service provider. Less material outsourcing also requires risk assessment and due diligence, but the requirements for critical or important functions are the more detailed ones described above. (8b80b926-ad14-48fc-9618-325234845d03_en.pdf, p.69)",8b80b926-ad14-48fc-9618-325234845d03_en.pdf; 8b80b926-ad14-48fc-9618-325234845d03_en.pdf; c53462d9-ee1b-4aeb-8706-22852508b7c5_en.pdf,7.882717609405518,False,en,15.7,ok
67,what are the requirements for the internal audit function?,"The internal audit function must be staffed by persons with sufficient knowledge of audit techniques. It must remain independent and objective: internal auditors must not be responsible for preparing or establishing the institution’s central administration or internal governance arrangements, although they may contribute opinions and recommendations on sound internal controls. Conflicts of interest must be avoided, including through rotation of control assignments where possible and by not auditing activities or functions that auditors recently performed themselves. The risk management and compliance functions may not form part of internal audit. (cssf20_758eng.pdf, p.52; cssf26_906eng.pdf, p.42)

The function’s objectives, responsibilities and powers must be set out in an internal audit charter, drafted by internal audit and approved by authorised management, confirmed where appropriate by the audit committee, and ultimately approved by the Board of Directors. The charter must cover the function’s organisational position and key characteristics; its authority to review all institutional activities—including branches, subsidiaries and outsourced activities—and access relevant documents, records and personnel; reporting lines; relationships with compliance and risk control; use of third parties; consulting and special assignments; the head of internal audit’s responsibilities and reporting lines; and the Chief Internal Auditor’s direct right to contact the Board chair, audit committee members where applicable, and the CSSF. (cssf20_758eng.pdf, p.51)

Its scope must include, at a minimum according to the institution’s organisation and the nature, scale and complexity of its activities, assessing compliance with laws, regulations and CSSF prudential requirements; the effectiveness and efficiency of central administration, governance and internal controls, including risk control and compliance; the adequacy of administrative, accounting and IT organisation; safeguarding of values and assets; and segregation of duties and transaction execution. (cssf20_758eng.pdf, p.52) If operational tasks are outsourced, the external provider must work under the institution’s internal audit plan and work programme, document its work in detail, and prepare a report for each mission for submission to the management body, audit committee where applicable, and supervisory body. Where the provider is an approved statutory auditor, it must be independent of the institution’s statutory auditor and approved statutory audit firm. (cssf26_906eng.pdf, p.42–43)",cssf20_758eng.pdf; cssf20_758eng.pdf; cssf26_906eng.pdf,8.937804222106934,False,en,20.3,ok
68,what are the requirements for conflict for interest management?,"The institution must maintain a conflict-of-interest management policy covering all conflicts arising from economic, personal, professional, or political purposes, whether ongoing or linked to a single event. The policy must apply to all staff, members of the management body, and members of the supervisory body, with particular attention to conflicts involving related parties and service providers. (cssf26_906eng.pdf, p.43)

The policy and procedures must require all actual and potential conflicts to be identified, assessed, managed, and either mitigated or avoided. They must identify the main sources of conflicts, the affected relationships and activities, and all internal and external parties involved, including relevant situations from the recent past that may still have an impact. The institution must assess the materiality of conflicts and determine how they are to be managed. Any remaining conflicts must be reported, documented, and managed to prevent unjustified consequences for the institution, its counterparties, or payment service users. Procedures must also address non-compliance with the policy. (cssf26_906eng.pdf, pp.43–44)

The institution must minimise conflicts through appropriate segregation of duties and activities, including controls over information access and the use of “Chinese walls.” It must also establish declaration, reporting, and escalation procedures. Staff must promptly and proactively inform their hierarchical superior of a conflict; management- and supervisory-body members must inform the relevant body. Persons conflicted, or unable to decide with full objectivity and independence, must abstain from the relevant decision-making. Internal control functions are responsible for identifying and managing conflicts of interest. (cssf26_906eng.pdf, p.44; cssf20_758eng.pdf, p.57)

For related-party transactions that may have a significant negative impact on the institution’s risk profile, whether individually or in aggregate, approval by the Board of Directors is required. (cssf20_758eng.pdf, p.57)",cssf26_906eng.pdf; cssf20_758eng.pdf; cssf26_906eng.pdf,9.12308120727539,False,en,13.6,ok
69,what are the requirements for client asset segregation,"Client assets must be adequately segregated and protected from the CASP’s proprietary assets. A CASP should place client assets in trust or otherwise segregate them, safeguard clients’ ownership rights, and prevent using client funds for its own account. Where appropriate, independent custodians or depositories should be used, particularly to reduce risks arising from the CASP’s insolvency. (FR_13_2025 Thematic Review Assessing the Implementation of IOSCO Recommendations for Crypto and Digital Asset Markets.pdf, pp. 52–53; Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf, p. 178; FR_13_2025 Thematic Review Assessing the Implementation of IOSCO Recommendations for Crypto and Digital Asset Markets.pdf, pp. 73–74)

The CASP must also maintain effective procedures to protect client assets against theft, fraud and other misappropriation. The excerpts give additional safeguards, including holding client assets on trust through a wholly owned associated entity, storing 98% of client crypto-assets in cold storage except where the regulator permits otherwise, and maintaining regulator-approved insurance or compensation arrangements covering specified potential losses. Clients must receive clear information about how assets and private keys are held, the use of independent, related-party or sub-custodians, any pooling or aggregation of assets and its risks, and risks connected with moving assets, including through a cross-chain bridge. (FR_13_2025 Thematic Review Assessing the Implementation of IOSCO Recommendations for Crypto and Digital Asset Markets.pdf, pp. 52–53, 73–74)",FR_13_2025 Thematic Review Assessing the Implementation of IOSCO Recommendations for Crypto and Digital Asset Markets.pdf; Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf; FR_13_2025 Thematic Review Assessing the Implementation of IOSCO Recommendations for Crypto and Digital Asset Markets.pdf,6.159355640411377,False,en,17.3,ok
70,what are the requirement for internal models for credit risk?,"For credit risk, “internal models” means **IRB rating systems**. The excerpts require that:

- Each model be documented sufficiently for a qualified third party to understand and independently replicate its development and implementation. Documentation must cover the methodology and assumptions, data processes, user instructions, and performance and validation—including implementation-testing results. (ECB guide to internal models.pdf, pp. 9–10)
- The institution maintain a model register and documentation inventory. For each model, the register should record the owner(s), scope of application, materiality, approval date, use restrictions, key weaknesses, major changes and version history; third-party models must also be included. The register and inventory must be subject to adequate controls and an annual review. (ECB guide to internal models.pdf, pp. 9–10)
- A model risk management framework be in place, including a written policy, model-risk governance arrangements, a comprehensive model register, and guidelines for identifying and mitigating measurement uncertainty and model deficiencies according to their materiality. This must consider qualitative risks such as data deficiencies, model misuse and implementation errors. (ECB guide to internal models.pdf, pp. 11–12)
- Where external data are used for risk differentiation, risk quantification or review of estimates, the institution must know the data sources and the key processing applied to direct model-input variables, distinguish and document internal versus external data, and justify any modification of external data, selection of only part of a database, or use of a different provider. (ECB guide to internal models.pdf, pp. 101–102)

The excerpt also notes that using external bureau scores or ratings—especially as major inputs—may cause the model to omit relevant information, but it does not provide the specific mitigating principles in the supplied text. (ECB guide to internal models.pdf, p. 102)",ECB guide to internal models.pdf; ECB guide to internal models.pdf; ECB guide to internal models.pdf,8.615017890930176,False,en,18.6,ok
71,what are the ECB'S supervisory priorities for 2026-28?,"The ECB’s supervisory priorities for 2026–28 are:

1. **Strengthening banks’ resilience to geopolitical risks and macro-financial uncertainties.** Banks are expected to apply prudent risk-taking and sound credit standards, implement **CRR III** consistently, and manage climate- and nature-related risks prudently. (ECB Annual Report on supervisory activities 2025.pdf, p.39)

2. **Strengthening operational resilience and ICT capabilities.** This includes complying with the new **DORA** requirements and promptly remedying deficiencies in risk-reporting capabilities and related information systems. (ECB Annual Report on supervisory activities 2025.pdf, p.39)

Under the second priority, the ECB is also developing a medium- to long-term supervisory focus on banks’ digital and AI-related strategies, governance and risk-management frameworks, including the structural trends and risk drivers that may shape the future of banking. (ECB Annual Report on supervisory activities 2025.pdf, p.39; Supervisory Priorities for 2026 - 2028 _ Management Solutions.pdf, p.1)

These priorities are based on the latest SREP results and are intended to address the sector’s main structural vulnerabilities while supporting consistent supervisory planning and resource allocation. (Supervisory Priorities for 2026 - 2028 _ Management Solutions.pdf, p.1; Supervisory priorities 2026-28.pdf, p.2-3)",ECB Annual Report on supervisory activities 2025.pdf; Supervisory Priorities for 2026 - 2028 _ Management Solutions.pdf; Supervisory priorities 2026-28.pdf,10.920543670654297,False,en,14.7,ok
72,what are the SREP requirement for a bank?,"Under the SREP, a bank is assessed on whether it maintains adequate capital over time from both a **normative** and an **economic** perspective. The assessment combines:

- a quantitative assessment of the bank’s capital risks; and  
- an assessment of its ICAAP, including the effectiveness of its capital-management strategies, methodologies and processes, and the quality of its baseline and adverse capital-planning scenarios and projections.  

The quantitative capital assessment is mandatory in every SREP cycle, while ICAAP aspects are assessed annually and through a multi-year assessment. The overall capital-adequacy score is based on both assessments and supervisory judgement. (SREP methodology for assessing capital adequacy.pdf, p.1)

More broadly, SREP determines the bank’s position against **capital and liquidity requirements** and assesses the adequacy of its internal governance and risk controls. It covers four elements: business model; governance and risk management; risks to capital; and risks to liquidity and funding. The SREP outcome may include applicable **Pillar 2 capital and liquidity quantitative requirements**, as well as additional qualitative measures. (Supervisory methodology 2025.pdf, p.1-2; Methodological note for the publication of aggregated Supervisory Banking Statistics.pdf, p.11)

The excerpts do not provide specific numerical capital thresholds or identify the precise legal basis for the requirements.",SREP methodology for assessing capital adequacy.pdf; Supervisory methodology 2025.pdf; Methodological note for the publication of aggregated Supervisory Banking Statistics.pdf,5.276827335357666,False,en,9.7,ok
73,what are the risk management requirements for a payment institution,"A payment institution must maintain a risk-management framework comprising policies, procedures, limits, controls and alerts that enable the identification, measurement, management or mitigation, and reporting of risks. These arrangements must apply across operational units and the institution as a whole, including branches, subsidiaries, agents, distributors and representative offices. The framework must specifically cover capital adequacy, liquidity, management of payment flows, and the proper functioning of arrangements protecting payment-service users’ funds. (cssf26_906eng.pdf, p.38)

Where the institution grants credit linked to payment services, it must also have robust arrangements to detect, manage and report credit activity exceeding approved risk appetite or internal limits; manage the associated risks continuously so that capital and liquidity remain adequate in normal and crisis conditions; and identify and manage credit activities that have passed contractual or legal deadlines. (cssf26_906eng.pdf, p.38) For safeguarded funds invested in low-risk, liquid and secure assets, the institution must have a risk-management policy and monitor price volatility to ensure both ongoing safeguarding of users’ funds and sufficient liquidity for payment and electronic-money services. Foreign-exchange exposure should be minimised, or additional FX-protection mechanisms must be implemented where necessary. (cssf26_906eng.pdf, pp.48–49) Where safeguarding is provided through insurance or another guarantee, the management body must ensure that the guaranteed amount is reviewed regularly and remains sufficient to cover all relevant user funds. (cssf26_906eng.pdf, p.49)","cssf26_906eng.pdf; New Circular CSSF 26_906 “Central administration, internal governance and risk management” applicable to payment and electronic money institutions – CSSF.pdf; cssf26_906eng.pdf",7.65227746963501,False,en,10.1,ok
74,what are the AML/CFT requirements for a payment institution,"A payment institution should be **licensed or registered and subject to effective AML/CFT compliance monitoring** in accordance with national requirements and the FATF Standards. Its AML/CFT controls should be proportionate to its money-laundering and terrorist-financing risk profile; supervisors should apply risk-based intensity and frequency to on-site and off-site supervision. Particular attention is warranted for cross-border activities and the use of agents, which may create significant inherent risks. (Recommendations for Regulating and Supervising Bank and Non-bank Payment Service Providers Offering Cross-border Payment Services_ Final report.pdf, pp. 23–24)

The institution should also address financial-crime risks when designing products, selecting delivery channels, introducing new technologies, or modifying existing products. For cross-border transfers, it must include the required and accurate originator and beneficiary information in the transfer or related messages and ensure that the information remains with the payment throughout the payment chain. (Recommendations for Regulating and Supervising Bank and Non-bank Payment Service Providers Offering Cross-border Payment Services_ Final report.pdf, pp. 23–24, 37)

Where the payment institution establishes cross-border correspondent or similar relationships, it should obtain information about the respondent institution, assess its AML/CFT controls, obtain senior-management approval before establishing the relationship, and clearly define each institution’s AML/CFT responsibilities. For payable-through accounts, it should ensure that the respondent has conducted customer due diligence on customers with direct access and can provide the relevant due-diligence information on request. (FATF Methodology 22 Feb 2013.pdf.coredownload.inline.pdf, pp. 51–52)",FATF Methodology 22 Feb 2013.pdf.coredownload.inline.pdf; Recommendations for Regulating and Supervising Bank and Non-bank Payment Service Providers Offering Cross-border Payment Services_ Final report.pdf; Recommendations for Regulating and Supervising Bank and Non-bank Payment Service Providers Offering Cross-border Payment Services_ Final report.pdf,5.587246417999268,False,en,10.0,ok
75,what are the AML/CFT requirements for the ROA/CSSF questionnaire?,"The excerpts do not define “ROA” specifically. For the CSSF AML/CFT questionnaire, the 2025 questionnaire collects standardised information on the ML/TF risks to which CSSF-supervised professionals are exposed and on the measures implemented to mitigate those risks. It must be submitted through the CSSF eDesk platform by **3 April 2026 at the latest**; the API transmission solution also remains available. (2025 Questionnaire on Financial Crime – CSSF.pdf, p.1)

Completion must be performed by the **RC** (compliance officer responsible for monitoring compliance with professional obligations) or the **RR** (person responsible for compliance with professional obligations). It may be delegated through eDesk to another employee or third party, but ultimate responsibility for adequate completion remains with the RC or RR. The RC/RR and any delegate must have an eDesk account authenticated through LuxTrust. (2025 Questionnaire on Financial Crime – CSSF.pdf, p.1)

For the underlying AML/CFT oversight, intermediaries are subject to **enhanced due diligence** from an AML and KYC perspective. Distributor due diligence must assess compliance with applicable AML/CTF laws and regulations, alongside marketing, governance and contractual requirements; it is generally performed through a distributor due-diligence questionnaire. (Delegate Due Diligence.pdf, pp.5–6)",Delegate Due Diligence.pdf; 2025 Questionnaire on Financial Crime – CSSF.pdf; 2025 Questionnaire on Financial Crime – CSSF.pdf,5.390533447265625,False,en,7.0,ok
76,what are the requirements for a long form report (audit report)?,"For financial years ending on or after **31 December 2024**, **all investment firms incorporated under Luxembourg law, including their branches, must prepare a Revised Long Form Report (RLFR)**. For the financial year ending 31 December 2023, the RLFR applied only to a sample of investment firms. (Publication of Circular CSSF 25_870 amending Circular CSSF 24_853 on the revised long form report for investment firms – CSSF.pdf, p.1)

The RLFR framework generally consists of **four dedicated reports**. However, investment firms subject to the RLFR for the first time from the year ending 31 December 2024 and presenting comparatively lower risk based on their risk attributes may qualify as **Partial Scope IFs**. These firms are subject to a proportionate, lighter framework and are currently required to submit **three dedicated reports**. They must also assess their compliance and the effectiveness of their internal organisational arrangements using the **RLFR self-assessment questionnaire (SAQ)**. (Publication of Circular CSSF 25_870 amending Circular CSSF 24_853 on the revised long form report for investment firms – CSSF.pdf, p.1)

The excerpts do not specify the detailed contents of the four or three reports, filing deadlines, or the legal basis beyond the circulars named in the source.",Publication of Circular CSSF 25_870 amending Circular CSSF 24_853 on the revised long form report for investment firms – CSSF.pdf; IAASB-ISA-600-Revised.pdf; faft.pdf,-0.6531382203102112,False,en,8.4,ok
77,what are the depositary oversight requirements?,"The depositary must generally be established in the same Member State as the AIF and must be an entity eligible under the AIFMD; the AIFM of the relevant AIF is expressly excluded to avoid conflicts of interest. Its responsibilities go beyond safekeeping and include oversight of the AIF, notably monitoring the AIF’s cash flows and covering the relevant activities of the AIF/AIFM. (EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf, p.154–155)

Only custody/safekeeping functions may be delegated. The depositary must retain responsibility for the necessary checks, including verifying that no financial instrument has been lost, and must ensure that information exchanged with the delegate through the custody chain is complete, timely and effective. Financial instruments held through the custody chain must be maintained in segregated financial-instrument accounts. The depositary generally remains liable to the AIF or its investors for loss of assets by a third party, subject to a valid discharge of liability or proof that the loss resulted from an external event beyond its reasonable control. (EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf, p.21–22; p.154–155)

The excerpts also identify an oversight gap concerning Central Securities Depositaries: under the AIFMD, a CSD is not treated as part of the custody chain or as the depositary’s delegate. This can hinder the depositary’s effective oversight because stable information on portfolio movements is not guaranteed, while CSDs follow CSDR asset-segregation rules rather than the more detailed rules applicable to custodial delegates. (EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf, p.21–22)",EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf; EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf; EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf,2.007307529449463,False,en,9.2,ok
78,quelles sont les exigences de la circulaire cssf 26/906?,"La circulaire CSSF 26/906 s’applique aux établissements de paiement et aux établissements de monnaie électronique. Elle leur impose, afin d’assurer une gestion saine et prudente, de disposer d’un solide dispositif de gouvernance interne comprenant notamment : une structure organisationnelle claire, une répartition des responsabilités définie, transparente et cohérente, des processus efficaces d’identification, de gestion, de contrôle et de déclaration des risques, des mécanismes adéquats de contrôle interne — y compris des procédures administratives et comptables saines — ainsi que des mécanismes de contrôle et de sécurité des systèmes informatiques (cssf26_906.pdf, p. 1-2). La répartition des tâches doit respecter la ségrégation des tâches, mais la responsabilité au niveau de l’organe de gestion demeure collective (cssf26_906.pdf, p. 7-8).

L’application de ces exigences doit respecter le principe de proportionnalité. Les établissements doivent notamment tenir compte des risques et de la complexité de leurs produits et services, du volume des opérations de paiement et de monnaie électronique, de leur taille, du type et du nombre d’utilisateurs, du nombre d’employés, de l’étendue du réseau de distribution et de la taille du groupe auquel ils appartiennent. Les seuils indicatifs mentionnés sont notamment un volume supérieur à 10 milliards d’euros, un chiffre d’affaires ou total de bilan supérieur à 0,5 milliard d’euros, plus de 50 employés, ou un réseau comportant plusieurs succursales, agents, distributeurs ou bureaux de représentation (cssf26_906.pdf, p. 7-8).

Sur une base annuelle, l’établissement doit également fournir à la CSSF : l’évaluation des risques liés aux TIC et à la sécurité, l’attestation de conformité à la circulaire signée par tous les membres de l’organe de gestion, ainsi que les rapports de synthèse des fonctions de conformité et d’audit interne, signés respectivement par le Chief Compliance Officer et le Chief Internal Auditor. Ces documents doivent être soumis au plus tard le dernier jour du troisième mois suivant la clôture de l’exercice financier et peuvent être établis en français, allemand ou anglais (cssf26_906.pdf, p. 54-55). La circulaire est applicable à partir du 30 juin 2026 (cssf26_906.pdf, p. 54-55).",cssf26_906.pdf; cssf26_906.pdf; cssf26_906.pdf,9.510332107543945,False,fr,8.3,ok
79,what are the internal governance requirement for a financial institution?,"Internal governance must ensure the sound and prudent management of the institution’s activities and inherent risks. It should include:

- A clear, consistent, transparent and complete organisational and operational structure, with well-defined decision-making powers, reporting and functional lines, allocation of responsibilities, and safeguards against conflicts of interest. (cssf26_906eng.pdf, p.8; cssf20_758eng.pdf, p.11-12)
- Adequate internal controls, including sound administrative, accounting and IT procedures; remuneration policies that support effective risk management; and control and security mechanisms for management information systems, including IT systems. (cssf26_906eng.pdf, p.8; cssf20_758eng.pdf, p.11-12)
- A formally defined risk-taking process and risk appetite covering all business areas and relevant risks, supported by rigorous decision-making, quality analysis and appropriate limits. Risks must be identified, measured, reported, managed, mitigated and controlled. (cssf26_906eng.pdf, p.8; cssf20_758eng.pdf, p.11-12)
- Formal procedures to escalate, resolve and, where appropriate, sanction problems, deficiencies and irregularities identified through internal controls or internal alert mechanisms. (cssf26_906eng.pdf, p.8)
- For payment and electronic money services, a clear structure covering agents, distributors, representative offices and branches, together with policies for their selection and oversight. It must also address money-laundering and terrorist-financing risks and operational and security risks related to those services. (cssf26_906eng.pdf, p.8)

The structure must not be unduly complex or impair the management body’s ability to manage and oversee the institution and its risks. Information necessary for sound management must be produced and distributed promptly, with significant management-information flows documented and available to the supervisory body, management body, internal control functions or competent authority on request. Complex structures and non-standard or potentially non-transparent activities require in-depth analysis and ongoing risk monitoring, including for financial-crime, money-laundering and terrorist-financing risks. (cssf26_906eng.pdf, p.43)",cssf26_906eng.pdf; cssf20_758eng.pdf; cssf26_906eng.pdf,5.172868251800537,False,en,8.2,ok
80,what are the ECB's supervisory priorities for 2026-28 and how do they affect banks?,"The ECB’s supervisory priorities for 2026–28 are organised around two main areas:

1. **Resilience to geopolitical and macro-financial risks:** banks are expected to apply prudent risk-taking and maintain sound credit standards, implement **CRR III** consistently, and manage climate- and nature-related risks prudently. (ECB Annual Report on supervisory activities 2025, p.39)

2. **Operational, ICT and digital resilience:** banks are expected to strengthen operational resilience and ICT capabilities, comply with the new **DORA** requirements, and remediate deficiencies in risk-reporting capabilities and related information systems in a timely manner. The ECB is also developing a medium- to long-term supervisory strategy covering banks’ digital and, particularly, AI-related strategies, governance and risk management. Targeted supervisory engagement on these themes is planned during 2026. (ECB Annual Report on supervisory activities 2025, p.39; Supervisory priorities 2026-28, pp.2–3)

For banks, this means that these areas will shape supervisory planning, resource allocation and ongoing engagement with Joint Supervisory Teams. Banks should expect continued follow-up on previous priorities and regulatory requirements, as well as risk-based supervisory action that may be adjusted annually in light of changes in the risk environment and SREP outcomes. The priorities are also intended to clarify supervisory expectations and promote consistent treatment across institutions; national supervisors will use them proportionately when setting priorities for less significant institutions. (Supervisory priorities 2026-28, pp.1, 2–3)",ECB Annual Report on supervisory activities 2025.pdf; Supervisory priorities 2026-28.pdf; Supervisory priorities 2026-28.pdf,10.85989761352539,False,en,8.2,ok
81,what are the SREP capital requirements for a bank?,"Under the SREP, a bank’s capital adequacy is assessed from both a **normative** and an **economic** perspective. The assessment combines a quantitative risk assessment with an assessment of the bank’s ICAAP—covering its capital-management strategies, methodologies, processes, and the quality of its baseline and adverse capital-planning scenarios—and is ultimately determined using supervisory judgement. The quantitative assessment is mandatory in every SREP cycle. (SREP methodology for assessing capital adequacy.pdf, p.1)

The excerpts do not provide a single capital requirement applicable to every bank; requirements are bank-specific. Across ECB-supervised banks, the **overall capital requirements and guidance** averaged **15.6% of risk-weighted assets** in both 2024 and 2025. The median **Pillar 2 capital requirement** was **2.2%** for the 2024 SREP and **2.3%** for the 2025 SREP. In 2025, average **Pillar 2 guidance** was **1.1%**, down from **1.3%** the previous year. Bank-specific Pillar 2 requirements, including requirements addressing excessive leverage, were made available for 2025 and 2026 respectively. (ECB Annual Report on supervisory activities 2024.pdf, pp.22–23; ECB Annual Report on supervisory activities 2025.pdf, pp.27–28)",SREP methodology for assessing capital adequacy.pdf; ECB Annual Report on supervisory activities 2024.pdf; ECB Annual Report on supervisory activities 2025.pdf,7.354216575622559,False,en,7.9,ok
82,what are the requirements for internal models for credit risk?,"For credit risk, “internal models” means **IRB rating systems**. They must be documented so that a qualified third party can independently understand and replicate their development and implementation, including the methodology, assumptions, limitations and intended use. Documentation should cover, at minimum, the model’s technical aspects, data processes, user instructions, performance and validation, including implementation-testing results. (ECB guide to internal models.pdf, pp.9–10)

Institutions must maintain a model register and documentation inventory, with adequate controls and at least an annual review. For each model, the register should identify the owner(s), application range, materiality, approval date, use restrictions, key weaknesses, significant changes and version history; third-party models must also be included. (ECB guide to internal models.pdf, pp.9–10) A model risk management framework should additionally include a written policy, clear governance arrangements covering model risk control, validation and internal audit, and procedures for identifying and mitigating measurement uncertainty and model deficiencies, including data deficiencies, misuse and implementation errors. (ECB guide to internal models.pdf, pp.11–12)

Where external data are used for risk differentiation, risk quantification or reviewing estimates, the institution must know the data sources and the main processing applied by the provider to direct model inputs. It must distinguish and document internal versus external data, and justify any modification of external data, selection of only part of an external database, or use of a different provider. (ECB guide to internal models.pdf, p.101)",ECB guide to internal models.pdf; ECB guide to internal models.pdf; ECB guide to internal models.pdf,8.856788635253906,False,en,9.9,ok
